time,username,text
5/10/12 20:40,JenArnswald,@FredEnde I think that other states will definitely be watching.  There are some school in Ohio using 8+1 http://8plus1science.org/Â  #ngsschat
5/10/12 20:40,FredEnde,"YES! RT @ampercival: ex: systems- cells, organs, organ systems, states of matter- open/closed systems, solar system, earth system #ngsschat"
5/10/12 20:41,FredEnde,"Q4. An emphasis of #NGSS is on more depth/less breadth. What intrigues/frightens you about the proposed LS, PS, ESS Core Ideas?  #ngsschat"
5/10/12 20:42,FredEnde,@JenArnswald Just took a quick look at the site.  Think it is a great organizer.  Hope it makes its way to more states! #ngsschat
5/10/12 20:42,FredEnde,Core Ideas can be found on page six of the Reader's Guide found here: http://learningcenter.nsta.org/files/PB326X.pdfÂ â€_ #ngsschat
5/10/12 20:44,ampercival,"From the less breadth standpoint, I'm still not sold on the engineering components. #NGSSchat"
5/10/12 20:44,JenArnswald,Concerned that chem and physics teachers won't think there is enough content #ngsschat
5/10/12 20:44,FredEnde,"Very excited to see LS4 (#evolution) so prominent, a little unsure of PS4 (#waves and tech implications). #ngsschat"
5/10/12 20:45,FredEnde,@KKleespies Welcome!  Glad to have you! #ngsschat
5/10/12 20:45,FredEnde,"@ampercival That's going to be a tough one.  From the way DCI's are written, seems very broad to me. . . #ngsschat"
5/10/12 20:45,ampercival,@kkleespies Welcome! #NGSSchat
5/10/12 20:46,ampercival,"Agree! RT @fredende: Very excited to see LS4 (#evolution) so prominent, a little unsure of PS4 (#waves and tech implications). #ngsschat"
5/10/12 20:46,ampercival,"@fredende Waves is a weak spot... that's an artificial distinction from ""energy"" to me, which goes right before it. #NGSSchat"
5/10/12 20:46,FredEnde,"@JenArnswald Definitely a big emphasis on #life #science.  But, #physical #science topics are definitely big ideas. #ngsschat"
5/10/12 20:47,ampercival,"@jenarnswald Yes there is surprisingly little- at HS level I think you have to go ""above and beyond"" the framework for phys/chem. #NGSSchat"
5/10/12 20:48,KKleespies,Question: What does LS1.D-- information processing refer to?  #NGSSchat
5/10/12 20:48,FredEnde,@ampercival Actually like the group dynamic thread (LS2D).  Think it provides lots of tie-ins.   #ngsschat
5/10/12 20:48,FredEnde,@ampercival Not sure about info processing though.  Anyone know what the blurb from the Framework was referring to there? #ngsschat
5/10/12 20:49,FredEnde,"@KKleespies LS = Life Science 1, 1 = Core Idea 1 (Molecules to Organisms), d = Subidea (Info Processing) #ngsschat"
5/10/12 20:50,JenArnswald,@ampercival but is that really the true intention of the standards? #ngsschat
5/10/12 20:50,FredEnde,@KKleespies Here's a Reader's Guide that explains (head to page six): http://learningcenter.nsta.org/files/PB326X.pdfÂ â€_ #ngsschat
5/10/12 20:51,FredEnde,"@fredende Waves is a weak spot... that's an artificial distinction from ""energy"" to me, which goes right before it. #NGSSchat"
5/10/12 20:51,ampercival,"LS1.D- desc. is: how do organisms detect, process and use info about the environment?  #NGSSchat"
5/10/12 20:52,FredEnde,Final Q: Big focus is on greater inclusion of engineering. How much eng./design is done in your school?  Ideas for doing more?  #ngsschat
5/10/12 20:52,ampercival,"Focus is senses, neuroprocessing, animal behavior, tropisms in plants, memory/perception- bit of a ""grab bag"" #NGSSchat"
5/10/12 20:53,ampercival,"@jenarnswald Supposedly they are what ""all"" students need to know, so maybe theory is all students don't take phys/chem? #NGSSchat"
5/10/12 20:53,arosey,@FredEnde Science and TechEd are well established. My goal is to find bridges to address engineering/design #ngsschat
5/10/12 20:53,FredEnde,"@ampercival Hmm. . . .That's a big, big, idea. :) #ngsschat"
5/10/12 20:54,FredEnde,@arosey A lofty goal.  Any bridges currently being built? #ngsschat
5/10/12 20:55,grangermdk,Core Ideas can be found on page six of the Reader's Guide found here: http://learningcenter.nsta.org/files/PB326X.pdfÂ â€_ #ngsschat
5/10/12 20:56,arosey,@FredEnde Just conversations to start. Depts. currently on their own islands. Some good ideas how to crossover via physics & chem #ngsschat
5/10/12 20:56,FredEnde,"@grangermdk Howdy, Michael! #ngsschat"
5/10/12 20:56,ampercival,"Was just looking at @NSTA 's ""Everyday Engineering""- looks like some cool ideas there. #NGSSchat"
5/10/12 20:57,FredEnde,@arosey Finding ways to connect those islands is always the most challenging.  Have tech. departments been following #NGSS? #ngsschat
5/10/12 20:57,FredEnde,"Was just looking at @NSTA 's ""Everyday Engineering""- looks like some cool ideas there. #NGSSchat"
5/10/12 20:58,JenArnswald,@ampercival perhaps states will group them as an intro phy sci course. We need 2 decided if the standards r enough 4 college bound #ngsschat
5/10/12 20:59,FredEnde,@JenArnswald Good point.  Imagine much data collection will need to take place there. #ngsschat
5/10/12 21:00,ampercival,"@jenarnswald For sure! My gut is they may not be... however, maybe stu. with greater depth of understanding will be as prepared #NGSSchat"
5/10/12 21:00,FredEnde,"That's a wrap, all. Thx for the great discussion.  I feel primed and ready to start reviewing the draft #NGSS tomorrow!  #ngsschat"
5/10/12 21:00,ampercival,@jenarnswald intro phys sci wouldn't surprise me... that's fairly common nation wide. #NGSSchat
5/10/12 21:01,arosey,@ampercival Have heard good things about Eng is Elemntary http://www.mos.org/eie/Â  #ngsschat
5/10/12 21:01,FredEnde,Will make archive available ASAP. . .Please join us next week as we delve into the draft standards!  #SameTime #SameHashtag  #ngsschat
5/10/12 21:02,ampercival,"@fredende Thank you! Likewise, very excited to take a look! #ngss #NGSSchat"
5/10/12 21:02,ampercival,@arosey Thanks for the recommendation! #NGSSchat
5/10/12 21:03,JenArnswald,@ampercival NGSS writer told me that if students came to him thinking the NGSS way it wouldn't matter how much content they knew #ngsschat
5/10/12 21:05,JenArnswald,Happy NGSS day tomorrow! #ngsschat
5/10/12 21:05,FredEnde,@ampercival @arosey @JenArnswald @charleswgardner @KKleespies @bydlowski @grangermdk Thanks for chatting! #ngsschat
5/10/12 21:05,FredEnde,Happy NGSS day tomorrow! #ngsschat
5/10/12 21:06,ampercival,@jenarnswald Makes sense... if you truly understand the #NGSS basics the rest would come pretty easily. #NGSSchat
5/16/12 19:52,FredEnde,#NGSSChat starting in less than 10 minutes.  #Elemsci PIs tonight's topic.  #scichat #edchat #edu #science #NGSS
5/16/12 20:01,FredEnde,Welcome to #NGSSchat!  Tonight we'll be talking about the #elementary #science PEs and progressions. #NGSSchat
5/16/12 20:01,FredEnde,Please remember to use #NGSSchat in your tweets. #NGSSchat
5/16/12 20:02,FredEnde,"Weâ€™ll be using a Q1/A1 format. Before we start, please introduce yourself/what you do/where youâ€™re located. #NGSSchat"
5/16/12 20:05,FredEnde,Fred Ende/Regional Science Coordinator/Metro NYC #NGSSchat
5/16/12 20:06,FredEnde,Any takers out there? Going once? #NGSSchat
5/16/12 20:07,CraigRusbult,"Iâ€™m excited about using Design Process (for Sci,Eng,...) to teach #NGSS Sci/Eng Practices. Madison WI https://mywebspace.wisc.edu/crusbult/web/designÂ â€_ #ngsschat"
5/16/12 20:08,FredEnde,Hi Craig. . . Looks like it may be a two person convo tonight. :)  Still lots to discuss if you're interested. #NGSSchat
5/16/12 20:10,FredEnde,"Q1. Let's start w/design of PEs. Were they easy to follow? How did you like the color coding, connections to topics/grades/#CCSS? #NGSSchat"
5/16/12 20:13,CraigRusbult,"visual matrix looks great - colors & spatial (columns,...) w popups & links - and organizes (lots of) info! http://www.nextgenscience.org/msets-ed-engineering-designÂ â€_ #ngsschat"
5/16/12 20:14,FredEnde,"@CraigRusbult Liked the matrix as well (thougt colors were nice touch).  Wasn't into the popups.  But, did think org. was good. #NGSSchat"
5/16/12 20:15,FredEnde,"Q2.  #NGSS was drafted with #elemsci PIs written by grade level rather than by band (i.e. K-2, 3-5).  Good idea?  Bad idea?  Why?  #NGSSchat"
5/16/12 20:27,FredEnde,"@CraigRusbult Still around?  If so, since just us, we can chat design process.  If not, will close out #NGSSChat for this week."
5/16/12 20:30,CraigRusbult,"I thought I tweeted a few minutes ago, saying ""please check your email"" but maybe I didn't? #ngsschat"
5/16/12 20:34,FredEnde,Any other takers for a chat?  Lots of good questions :) #NGSSchat
5/16/12 20:34,MrMusselman,@CraigRusbult @FredEnde - NGSS chat tough for me to attend. Started grad classes Wednesday nights. Appreciate your goals though. #ngsschat
5/16/12 20:35,CraigRusbult,"@FredEnde, talk Design Process? sure -- last week you said a goal is to ""move from 'scientific method'"" why? (stereotyped SM?) #ngsschat"
5/16/12 20:36,FredEnde,@MrMusselman @CraigRusbult Hi Sean. No worries. We'll shift back to Thurs. next week and mix Q's up.  Hopefully better turnout. :) #NGSSChat
5/16/12 20:36,MrMusselman,Haven't had an opportunity to digest the draft yet. Lots to untangle and understand with the interconnected strands. #ngsschat
5/16/12 20:39,FredEnde,"@CraigRusbult Writers felt that SM was too ""process"" oriented; skills not ""transferable"" enough. That's why focus on ""practices."" #NGSSchat"
5/16/12 20:39,FredEnde,@MrMusselman I hear ya.  I've only gotten through supplementals and elem sci.  Too bad release was this late in the year. #NGSSchat
5/16/12 20:41,MrMusselman,"Many different looks to the ""design process."" Is this a pos or neg for science instruction? See for yourself: http://bit.ly/KQPCmzÂ  #NGSSchat"
5/16/12 20:47,FredEnde,"@MrMusselman Excellent post. And there are other models that would work too.  As aside, watched the ""drama"" vid first. Hysterical. #NGSSchat"
5/16/12 20:47,CraigRusbult,@FredEnde kids use design for all they do! (so w DProcess transfer is a strong point) build bridges from life to design to sci... #ngsschat
5/16/12 20:50,FredEnde,"@CraigRusbult Very true!  What steps do you recommend teachers taking to build ""design"" capacity? #NGSSChat"
5/16/12 20:51,amykfmurphy,@FredEnde Sorry...I haven't had time to delve into the #NGSS but plan to this weekend. When is next #NGSSchat?
5/16/12 20:54,FredEnde,"@amykfmurphy No worries, Amy!  Next #NGSSChat will be next Thurs @8 ET.  I've only gotten through #elemsci.  Timing is real tough.  #NGSS"
5/16/12 20:55,CraigRusbult,"@FredEnde my ""How to teach DP"" says ""activities -> reflection -> teach principles"", begin simple & build https://mywebspace.wisc.edu/crusbult/web/designÂ â€_ #ngsschat"
5/16/12 20:58,FredEnde,@CraigRusbult Enjoy the thinking behind the model.  Schools in #WI utilizing it yet? #NGSSChat
5/16/12 20:58,amykfmurphy,@FredEnde it is a hectic time of year for most teachers...but I have a reminder set for next week's #NGSSchat! :-)
5/16/12 20:59,FredEnde,@amykfmurphy :) We'll see you then! #NGSSchat
5/16/12 21:02,CraigRusbult,"@FredEnde WI using DP? no, it's in ""development & networking"" stage, trying to get others also excited. ""enjoy the thinking""? yes! #ngsschat"
5/16/12 21:03,FredEnde,"Thanks all for joining.  Will archive and add to our #wiki.  Will resume Thursday at 8 ET next week.  Till then, read up! :) #NGSS #NGSSchat"
5/24/12 20:00,FredEnde,Welcome to #NGSSchat!  Tonight we'll be talking about the #elementary #science PEs and progressions.
5/24/12 20:01,FredEnde,Please remember to use #NGSSchat in your tweets.
5/24/12 20:01,FredEnde,You can also use TweetChat by visiting this link: http://tweetchat.com/room/NGSSChatÂ . #NGSSChat
5/24/12 20:02,FredEnde,Remember to set the refresh speed (2nd button on left) on TweetChat to 5 seconds. #NGSSChat
5/24/12 20:02,FredEnde,"Weâ€™ll be using a Q1/A1 format. Before we start, please introduce yourself/what you do/where youâ€™re located.  #NGSSChat"
5/24/12 20:04,FredEnde,Fred Ende/Regional Science Coordinator/Metro NYC.  Anybody here tonight? :) #NGSSChat
5/24/12 20:06,yanksmitch,"Nick Mitchell / Elem Sci Coordinator / Doha Qatar. A little sleepy, but I'm here! #NGSSChat #NGSSChat"
5/24/12 20:07,FredEnde,@yanksmitch Hey Nick!  Welcome.  Hot there today? :) #NGSSChat
5/24/12 20:08,yanksmitch,"@FredEnde Glad to be here! Today was actually a ""cool"" day, barely got over 100. :) #NGSSChat"
5/24/12 20:08,FredEnde,"Anyone else joining us tonight?  Even if you plan to lurk, stop in and say ""hello!"" #NGSSChat"
5/24/12 20:09,FredEnde,@yanksmitch Thats it?  Seems pretty chilly. :) #NGSSChat
5/24/12 20:10,FredEnde,"@yanksmitch Well, we'll get started.  Hopefully others will join us! #NGSSChat"
5/24/12 20:10,FredEnde,"Q1. Let's start w/design of PEs. Were they easy to follow? How did you like the color coding, connections to topics/grades/#CCSS?  #NGSSChat"
5/24/12 20:10,CraigRusbult,Iâ€™ve developed a model of Design Process that can help us teach #NGSS Sci/Eng Practices. Madison WI https://mywebspace.wisc.edu/crusbult/web/designÂ â€_ #NGSSchat
5/24/12 20:11,FredEnde,@CraigRusbult Hi Craig.  Good to see you again! #NGSSChat
5/24/12 20:11,amykfmurphy,#NGSSchat Amy from Alabama-here to chat!
5/24/12 20:12,FredEnde,Hey Amy!  Glad you're joining us!   #NGSSChat
5/24/12 20:13,amykfmurphy,"A1: I am glad to see the connections to other topics, grades and the #CCSS. Some PE's easy to follow, others not so much. #NGSSchat"
5/24/12 20:13,yanksmitch,"Q1: Personally I liked the layout, but I know that the amount of info threw off some. Could be simplified with just PEs and links  #NGSSChat"
5/24/12 20:14,FredEnde,Liked connections as well.  Thought that was a strong point.  Any PEs that stick out as particularly easy/challenging? #NGSSChat
5/24/12 20:14,amykfmurphy,@yanksmitch I can see where some teachers could think PE's were to complex. #NGSSchat
5/24/12 20:15,FredEnde,"@yanksmitch Agree.  Saw lots of feedback saying ""Too Much Info.""  PEs and links, remove foundation boxes? #NGSSChat"
5/24/12 20:15,yanksmitch,A1: As in specific PEs? or whole topics? #NGSSChat
5/24/12 20:16,FredEnde,"@yanksmitch Let's start with a few specific PEs that stick out as being either very well done, or quite poor. #NGSSChat"
5/24/12 20:16,yanksmitch,"@amykfmurphy Did like how they were using the web with the hover details, so that the doc can be modified for reading diff ways #NGSSChat"
5/24/12 20:17,FredEnde,"@yanksmitch Liked that too.  Though I heard a lot of griping, I must say I also enjoyed color on/off option. #NGSSChat"
5/24/12 20:18,amykfmurphy,I focused on PS.SPM strand-was unclear on a) Construct models showing that stable forms of matter #NGSSchat (1/2)
5/24/12 20:19,yanksmitch,"A1: Most PEs were easy to follow, espec with clarification statements. My issues are with how the PEs relate to each other #NGSSChat"
5/24/12 20:19,FredEnde,"Q2.  #NGSS was drafted with #elemsci PEs written by grade level rather than by band (i.e. K-2, 3-5).  Good idea?  Bad idea?  Why?  #NGSSChat"
5/24/12 20:19,amykfmurphy,#NGSSchat (2/2) are those with minimum magnetic and electrical field energy. Perhaps confused because I focus on stabilty of electrons...
5/24/12 20:20,FredEnde,"@yanksmitch Yep.  There were some points where I said to myself, ""Wait, didn't we just do this?"" or ""Why is this here?"" #NGSSChat"
5/24/12 20:20,amykfmurphy,@yanksmitch That was a nice feature. #NGSSchat
5/24/12 20:21,FredEnde,@amykfmurphy I'm following.  Could certainly see potential issues there. #NGSSChat
5/24/12 20:21,amykfmurphy,"A2: PEs for #elemsci prob be better in bands, but I teach HS, so I'm not the expert there. #NGSSchat"
5/24/12 20:21,yanksmitch,"A2: For MS and HS they are banded, and ""model pathways"" will be given. Why not do the same for ES? ... #NGSSChat"
5/24/12 20:22,yanksmitch,"A2: Specific grade level PEs make adoption much harder, and I don't think it's necessary to be so prescriptive. #NGSSChat"
5/24/12 20:22,FredEnde,@amykfmurphy One of my responsibilities is to direct a K-6 science curriculum.  Lack of banding is def. a problem. #NGSSChat
5/24/12 20:23,FredEnde,@yanksmitch Agreed.  Can't figure it out.  Seems logical to provide choice and flexibility.  Why make #NGSS lockstep? #NGSSChat
5/24/12 20:23,amykfmurphy,"@FredEnde and clarification statement for that #NGSS didn't clarify issue. Noted stable noble gases, ionic substances... #NGSSchat"
5/24/12 20:24,yanksmitch,"On the flip side, specific grade level PEs will make commercial programs easier to create- maybe pandering to that? #NGSSChat"
5/24/12 20:24,FredEnde,@amykfmurphy Clarification statements were great. . . until they weren't :) #NGSSChat
5/24/12 20:24,yanksmitch,"@FredEnde Also don't agree with where some topics were stuck. For example, weather and prop of matter in Kg #NGSSChat"
5/24/12 20:25,FredEnde,@yanksmitch Hope not.  But seems possible.  #Elemsci programs are big $$$$ #NGSSChat
5/24/12 20:25,dandanscienc,"Hi sorry I'm late, Dan sci coordinator nj, I'm gonna stalk this a bit as Im lil unprepared been 2busy2 really sit w Ngss  #Ngsschat"
5/24/12 20:26,FredEnde,@yanksmitch Absolutely.  Banding would ease that fact.  Seems like Grade K would benefit from other explorations. #NGSSChat
5/24/12 20:26,FredEnde,@dandanscienc Hey Dan!  Lurk away.  We're talking #elemsci PEs and throwing in a bit of other items too!  Join as you see fit! #NGSSChat
5/24/12 20:27,amykfmurphy,@FredEnde @yanksmitch I am curious why they switched from banding in NSES to grade specific in #NGSS. #NGSSchat
5/24/12 20:27,dandanscienc,"Awesome! Thnx! Will do! 
 #Ngsschat"
5/24/12 20:28,amykfmurphy,@dandanscienc Welcome! I think it is a bad time of year for most Ts to give input...which is sad since it is so important. #NGSSchat
5/24/12 20:28,FredEnde,"@amykfmurphy It is strange.... Currently #NY standards use band approach from #NSES.  I'm stumped, really I am. #Confused #NGSSChat"
5/24/12 20:29,yanksmitch,"@amykfmurphy The grade specific PEs seem over-prescriptive, maybe it was felt this was needed since #elemsci is not as consistent? #NGSSChat"
5/24/12 20:29,FredEnde,@amykfmurphy Yes.  This is a major challenge.  I imagine @Achieve wanted to keep to the schedule and release in April.   #NGSSChat
5/24/12 20:30,yanksmitch,@amykfmurphy Not happy about the timing either. The window for feedback seems too small #NGSSChat
5/24/12 20:30,dandanscienc,"I know! It burns me that I have way too much going on, summer is when I delve into my curric building! #Ngsschat"
5/24/12 20:30,FredEnde,"@yanksmitch Maybe.  But at an age where science should be ""free"" and focus on discovery and q's it certainly takes away form that. #NGSSChat"
5/24/12 20:31,FredEnde,"@yanksmitch For what it is worth, #Framework was only a few weeks too.  Not sure why timing has to be that short. . .  #NGSSChat"
5/24/12 20:31,amykfmurphy,"@FredEnde in our AL Math Sci program, we provide materials based on current COS.. concerned that #NGSS don't match up ($$$) #NGSSchat"
5/24/12 20:32,yanksmitch,@amykfmurphy Which is why it seems banding is so necessary. If adopting #NGSS is optional it had better be feasible! #NGSSChat
5/24/12 20:32,FredEnde,"@amykfmurphy Yes. There may be quite a bit of shopping around.  That can be good, but might have major impacts on great programs #NGSSChat"
5/24/12 20:33,FredEnde,"Question 3 coming up. . . Amy, feel free to adlib based on HS PEs :) #NGSSChat"
5/24/12 20:33,FredEnde,RT @yanksmitch: @amykfmurphy Which is why banding is so necessary. If adopting #NGSS is optional it had better be feasible! #NGSSChat
5/24/12 20:33,amykfmurphy,"@FredEnde @yanksmitch It seems funny to me they kept pushing back release date, making us wait, then give such short feedback time #NGSSchat"
5/24/12 20:34,FredEnde,Q3.  What is your interpretation of the amount of #content provided at each #grade #level K-5?  Too little?  Too much?  Mix?  Why? #NGSSChat
5/24/12 20:35,amykfmurphy,@FredEnde @yanksmitch Agreed! We have lots of $$ invested in these materials and we provide them to 50% of Ts and Ss in state! #NGSSchat
5/24/12 20:36,amykfmurphy,A3 Can't speak to K-5 but PS.HS seems limited. Hard to divide into chem/phys classes. Hear that will come in future draft though. #NGSSchat
5/24/12 20:37,yanksmitch,"A3: Most PEs seem focused on the central topic ideas, but there are many PEs that seem ""tacked on"" and broaden content too much #NGSSChat"
5/24/12 20:38,FredEnde,"@amykfmurphy Yes.  I noticed that.  Wonder why they combined in that fashion.  Not a heck of a lot of ""chemistry"". . . #NGSSChat"
5/24/12 20:38,amykfmurphy,"A3 but in HS, less may be more. SO tired of Ts trying to ""cover"" the textbook and Ss having NO CLUE what the important things are. #NGSSchat"
5/24/12 20:38,JonathanHertel,"A3: The content for K-5 seems to overwhelm the practices, which concerns me. It's a lot of very specific material. #NGSSChat"
